,Season,Venue,City,innings,batter,Match_Played,Balls_Faced,Runs,4s,6s,Out,Not_Out,Strike_Rate,Avg,Explosivity_Rating,Running_Rating,Finisher_Rating
1144,2009,St George's Park,Port Elizabeth,1,AA Bilakhia,1,5,1,0,0,1.0,0.0,2.0,6.0,1.0,2.0,1.0
1166,2009,St George's Park,Port Elizabeth,1,Pankaj Singh,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
6796,2017,Maharashtra Cricket Association Stadium,Pune,1,PJ Sangwan,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
6781,2017,Maharashtra Cricket Association Stadium,Pune,1,I Sharma,1,5,1,0,0,1.0,0.0,2.0,6.0,1.0,2.0,1.0
3608,2012,"Wankhede Stadium, Mumbai",Mumbai,1,MM Patel,2,5,1,0,0,0.0,2.0,2.0,1.0,1.0,2.0,3.0
2139,2011,"Dr DY Patil Sports Academy, Mumbai",Mumbai,2,R Bhatia,1,3,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
6763,2017,M Chinnaswamy Stadium,Bengaluru,2,Z Khan,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
3621,2012,"Wankhede Stadium, Mumbai",Mumbai,1,S Badrinath,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
6756,2017,M Chinnaswamy Stadium,Bengaluru,2,CR Brathwaite,1,5,1,0,0,1.0,0.0,2.0,6.0,1.0,2.0,1.0
6734,2017,M Chinnaswamy Stadium,Bangalore,2,RV Uthappa,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
3654,2012,"Wankhede Stadium, Mumbai",Mumbai,2,MM Patel,2,2,1,0,0,0.0,2.0,2.0,1.0,1.0,2.0,3.0
6640,2017,Holkar Cricket Stadium,Indore,1,MP Stoinis,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
3663,2012,"Wankhede Stadium, Mumbai",Mumbai,2,RJ Peterson,2,9,1,0,0,1.0,1.0,2.0,10.0,1.0,2.0,2.0
6690,2017,M Chinnaswamy Stadium,Bangalore,1,RV Uthappa,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
6674,2017,M Chinnaswamy Stadium,Bangalore,1,HM Amla,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
6671,2017,M Chinnaswamy Stadium,Bangalore,1,DT Christian,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
3696,2013,"Eden Gardens, Kolkata",Kolkata,1,JP Faulkner,1,4,1,0,0,1.0,0.0,2.0,5.0,1.0,2.0,1.0
1183,2009,St George's Park,Port Elizabeth,2,BB McCullum,1,6,1,0,0,1.0,0.0,2.0,7.0,1.0,2.0,1.0
3701,2013,"Eden Gardens, Kolkata",Kolkata,1,LR Shukla,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
6645,2017,Holkar Cricket Stadium,Indore,1,SR Watson,1,4,1,0,0,1.0,0.0,2.0,5.0,1.0,2.0,1.0
3986,2013,M Chinnaswamy Stadium,Bangalore,2,R Vinay Kumar,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5914,2016,"Eden Gardens, Kolkata",Kolkata,2,MM Sharma,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
7094,2017,"Wankhede Stadium, Mumbai",Mumbai,1,V Shankar,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
4344,2013,Sawai Mansingh Stadium,Jaipur,2,MS Bisla,1,6,1,0,0,1.0,0.0,2.0,7.0,1.0,2.0,1.0
5090,2014,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,2,Mohammed Shami,1,4,1,0,0,1.0,0.0,2.0,5.0,1.0,2.0,1.0
5074,2014,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,2,JD Unadkat,1,5,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
4455,2013,Subrata Roy Sahara Stadium,Pune,2,Parvez Rasool,1,4,1,0,0,1.0,0.0,2.0,5.0,1.0,2.0,1.0
5064,2014,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,2,BJ Hodge,1,8,1,0,0,1.0,0.0,2.0,9.0,1.0,2.0,1.0
5051,2014,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,Shakib Al Hasan,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
4483,2013,"Wankhede Stadium, Mumbai",Mumbai,1,SL Malinga,2,2,1,0,0,1.0,1.0,2.0,3.0,1.0,2.0,2.0
5041,2014,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,RV Uthappa,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
5037,2014,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,R Ashwin,1,1,1,0,0,1.0,0.0,2.0,2.0,1.0,2.0,1.0
5036,2014,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,PA Patel,1,1,1,0,0,1.0,0.0,2.0,2.0,1.0,2.0,1.0
4485,2013,"Wankhede Stadium, Mumbai",Mumbai,2,A Nehra,1,5,1,0,0,1.0,0.0,2.0,6.0,1.0,2.0,1.0
4498,2013,"Wankhede Stadium, Mumbai",Mumbai,2,CH Morris,1,5,1,0,0,1.0,0.0,2.0,6.0,1.0,2.0,1.0
5027,2014,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,KK Nair,1,6,1,0,0,1.0,0.0,2.0,7.0,1.0,2.0,1.0
1721,2010,M Chinnaswamy Stadium,Bangalore,1,AD Mathews,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
1724,2010,M Chinnaswamy Stadium,Bangalore,1,BAW Mendis,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
1895,2010,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,P Dogra,1,1,1,0,0,1.0,0.0,2.0,2.0,1.0,2.0,1.0
4519,2013,"Wankhede Stadium, Mumbai",Mumbai,2,KM Jadhav,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
4997,2014,"Wankhede Stadium, Mumbai",Mumbai,2,MM Sharma,1,3,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
4992,2014,"Wankhede Stadium, Mumbai",Mumbai,2,M Manhas,1,1,1,0,0,1.0,0.0,2.0,2.0,1.0,2.0,1.0
1732,2010,M Chinnaswamy Stadium,Bangalore,1,EJG Morgan,1,4,1,0,0,1.0,0.0,2.0,5.0,1.0,2.0,1.0
4445,2013,Subrata Roy Sahara Stadium,Pune,2,K Upadhyay,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
4421,2013,Subrata Roy Sahara Stadium,Pune,1,STR Binny,1,5,1,0,0,1.0,0.0,2.0,6.0,1.0,2.0,1.0
1926,2010,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,MF Maharoof,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
4355,2013,Sawai Mansingh Stadium,Jaipur,2,SR Tendulkar,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
4346,2013,Sawai Mansingh Stadium,Jaipur,2,OA Shah,1,1,1,0,0,1.0,0.0,2.0,2.0,1.0,2.0,1.0
1665,2010,Feroz Shah Kotla,Delhi,2,KP Appanna,1,2,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5238,2015,"Eden Gardens, Kolkata",Kolkata,2,F du Plessis,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
5236,2015,"Eden Gardens, Kolkata",Kolkata,2,DW Steyn,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
1668,2010,Feroz Shah Kotla,Delhi,2,M Kartik,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
5230,2015,"Eden Gardens, Kolkata",Kolkata,2,Bipul Sharma,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
4347,2013,Sawai Mansingh Stadium,Jaipur,2,PP Ojha,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
1954,2010,"Sardar Patel Stadium, Motera",Ahmedabad,1,RP Singh,1,4,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5211,2015,"Eden Gardens, Kolkata",Kolkata,1,MS Dhoni,1,4,1,0,0,1.0,0.0,2.0,5.0,1.0,2.0,1.0
5124,2015,"Brabourne Stadium, Mumbai",Mumbai,2,A Mishra,1,3,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
1942,2010,"Sardar Patel Stadium, Motera",Ahmedabad,1,AC Gilchrist,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
5188,2015,"Eden Gardens, Kolkata",Kolkata,1,A Nehra,1,4,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5179,2015,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,2,P Kumar,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5174,2015,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,2,KK Nair,1,5,1,0,0,1.0,0.0,2.0,6.0,1.0,2.0,1.0
5171,2015,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,2,EJG Morgan,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
5160,2015,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,1,MA Agarwal,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
4414,2013,Subrata Roy Sahara Stadium,Pune,1,R Sharma,1,1,1,0,0,1.0,0.0,2.0,2.0,1.0,2.0,1.0
5131,2015,"Brabourne Stadium, Mumbai",Mumbai,2,G Gambhir,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
4524,2013,"Wankhede Stadium, Mumbai",Mumbai,2,M Vohra,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
4982,2014,"Wankhede Stadium, Mumbai",Mumbai,2,DJ Hussey,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
1740,2010,M Chinnaswamy Stadium,Bangalore,1,LRPL Taylor,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
4707,2014,JSCA International Stadium Complex,Ranchi,2,AD Russell,1,5,1,0,0,1.0,0.0,2.0,6.0,1.0,2.0,1.0
4661,2014,Feroz Shah Kotla,Delhi,1,Mohammed Shami,1,2,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
4805,2014,M Chinnaswamy Stadium,Bangalore,2,YS Chahal,1,2,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
4799,2014,M Chinnaswamy Stadium,Bangalore,2,STR Binny,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
4798,2014,M Chinnaswamy Stadium,Bangalore,2,SR Watson,1,5,1,0,0,1.0,0.0,2.0,6.0,1.0,2.0,1.0
4785,2014,M Chinnaswamy Stadium,Bangalore,2,Mohammed Shami,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
4697,2014,JSCA International Stadium Complex,Ranchi,1,JP Faulkner,1,4,1,0,0,1.0,0.0,2.0,5.0,1.0,2.0,1.0
4780,2014,M Chinnaswamy Stadium,Bangalore,2,M Vijay,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
1833,2010,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,WP Saha,2,2,1,0,0,1.0,1.0,2.0,3.0,1.0,2.0,2.0
4776,2014,M Chinnaswamy Stadium,Bangalore,2,KD Karthik,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
1859,2010,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,R McLaren,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
4756,2014,M Chinnaswamy Stadium,Bangalore,1,RR Rossouw,1,4,1,0,0,1.0,0.0,2.0,5.0,1.0,2.0,1.0
4749,2014,M Chinnaswamy Stadium,Bangalore,1,L Balaji,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
4748,2014,M Chinnaswamy Stadium,Bangalore,1,KV Sharma,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
4746,2014,M Chinnaswamy Stadium,Bangalore,1,JA Morkel,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
4718,2014,JSCA International Stadium Complex,Ranchi,2,MK Pandey,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
4730,2014,JSCA International Stadium Complex,Ranchi,2,SP Narine,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
4727,2014,JSCA International Stadium Complex,Ranchi,2,S Rana,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
1825,2010,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,RS Bopara,1,8,1,0,0,1.0,0.0,2.0,9.0,1.0,2.0,1.0
1850,2010,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,M Muralitharan,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
4636,2014,"Eden Gardens, Kolkata",Kolkata,2,Karanveer Singh,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
4965,2014,"Wankhede Stadium, Mumbai",Mumbai,1,MG Johnson,2,2,1,0,0,0.0,2.0,2.0,1.0,1.0,2.0,3.0
4868,2014,Rajiv Gandhi International Stadium,Hyderabad,2,CM Gautam,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
4963,2014,"Wankhede Stadium, Mumbai",Mumbai,1,M de Lange,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
4539,2013,"Wankhede Stadium, Mumbai",Mumbai,2,R McLaren,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
4937,2014,"Sardar Patel Stadium, Motera",Ahmedabad,2,S Nadeem,1,4,1,0,0,1.0,0.0,2.0,5.0,1.0,2.0,1.0
4560,2013,"Wankhede Stadium, Mumbai",Mumbai,2,V Kohli,1,4,1,0,0,1.0,0.0,2.0,5.0,1.0,2.0,1.0
4926,2014,"Sardar Patel Stadium, Motera",Ahmedabad,2,KW Richardson,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
4912,2014,"Sardar Patel Stadium, Motera",Ahmedabad,2,AD Russell,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
4564,2014,Barabati Stadium,Cuttack,1,AR Patel,1,1,1,0,0,1.0,0.0,2.0,2.0,1.0,2.0,1.0
1879,2010,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,B Lee,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
1781,2010,M Chinnaswamy Stadium,Bangalore,2,PA Patel,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
4826,2014,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,Shivam Sharma,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
1782,2010,M Chinnaswamy Stadium,Bangalore,2,Pankaj Singh,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
4599,2014,"Brabourne Stadium, Mumbai",Mumbai,1,P Kumar,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
4600,2014,"Brabourne Stadium, Mumbai",Mumbai,1,PP Ojha,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
4854,2014,Rajiv Gandhi International Stadium,Hyderabad,1,DW Steyn,2,2,1,0,0,1.0,1.0,2.0,3.0,1.0,2.0,2.0
1871,2010,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,3,JA Morkel,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
4848,2014,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,VS Malik,1,2,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
1868,2010,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,TM Dilshan,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
4833,2014,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,GJ Bailey,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5264,2015,"Eden Gardens, Kolkata",Kolkata,2,SA Abbott,1,4,1,0,0,1.0,0.0,2.0,5.0,1.0,2.0,1.0
4339,2013,Sawai Mansingh Stadium,Jaipur,2,KA Pollard,1,7,1,0,0,1.0,0.0,2.0,8.0,1.0,2.0,1.0
5905,2016,"Eden Gardens, Kolkata",Kolkata,2,KA Pollard,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5278,2015,Feroz Shah Kotla,Delhi,1,DJ Muthuswami,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
5679,2015,"Sardar Patel Stadium, Motera",Ahmedabad,3,GJ Maxwell,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
4119,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,DW Steyn,1,3,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5676,2015,"Sardar Patel Stadium, Motera",Ahmedabad,2,V Sehwag,1,4,1,0,0,1.0,0.0,2.0,5.0,1.0,2.0,1.0
1536,2010,"Eden Gardens, Kolkata",Kolkata,1,AP Tare,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
5668,2015,"Sardar Patel Stadium, Motera",Ahmedabad,2,KK Nair,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5666,2015,"Sardar Patel Stadium, Motera",Ahmedabad,2,GJ Maxwell,1,6,1,0,0,1.0,0.0,2.0,7.0,1.0,2.0,1.0
5653,2015,"Sardar Patel Stadium, Motera",Ahmedabad,1,S Gopal,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
2003,2010,Sawai Mansingh Stadium,Jaipur,1,R Sathish,1,2,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5644,2015,"Sardar Patel Stadium, Motera",Ahmedabad,1,F du Plessis,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
5643,2015,"Sardar Patel Stadium, Motera",Ahmedabad,1,DS Kulkarni,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
4129,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,P Awana,2,5,1,0,0,0.0,2.0,2.0,1.0,1.0,2.0,3.0
1551,2010,"Eden Gardens, Kolkata",Kolkata,1,ML Hayden,1,8,1,0,0,1.0,0.0,2.0,9.0,1.0,2.0,1.0
5627,2015,Rajiv Gandhi International Stadium,Hyderabad,2,Mandeep Singh,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
1559,2010,"Eden Gardens, Kolkata",Kolkata,1,RE van der Merwe,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
5595,2015,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,Sandeep Sharma,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5592,2015,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,SE Marsh,1,6,1,0,0,1.0,0.0,2.0,7.0,1.0,2.0,1.0
5587,2015,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,MEK Hussey,1,4,1,0,0,1.0,0.0,2.0,5.0,1.0,2.0,1.0
4145,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,DB Das,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
4151,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,JH Kallis,1,6,1,0,0,1.0,0.0,2.0,7.0,1.0,2.0,1.0
2008,2010,Sawai Mansingh Stadium,Jaipur,1,ST Jayasuriya,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
1531,2010,"Dr DY Patil Sports Academy, Mumbai",Mumbai,2,Z Khan,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
1523,2010,"Dr DY Patil Sports Academy, Mumbai",Mumbai,2,SL Malinga,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5787,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,1,AR Patel,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
5854,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,2,S Nadeem,1,5,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
2024,2010,Sawai Mansingh Stadium,Jaipur,2,SR Watson,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
5825,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,2,A Mishra,1,5,1,0,0,1.0,0.0,2.0,6.0,1.0,2.0,1.0
5821,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,1,TG Southee,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
1493,2010,"Dr DY Patil Sports Academy, Mumbai",Mumbai,2,A Kumble,1,3,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5804,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,1,KJ Abbott,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5790,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,1,BB Sran,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5789,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,1,B Kumar,2,2,1,0,0,1.0,1.0,2.0,3.0,1.0,2.0,2.0
1503,2010,"Dr DY Patil Sports Academy, Mumbai",Mumbai,2,Harbhajan Singh,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
5723,2015,"Wankhede Stadium, Mumbai",Mumbai,1,MJ McClenaghan,2,1,1,0,0,0.0,2.0,2.0,1.0,1.0,2.0,3.0
5770,2015,"Wankhede Stadium, Mumbai",Mumbai,2,PP Chawla,2,8,1,0,0,0.0,2.0,2.0,1.0,1.0,2.0,3.0
5763,2015,"Wankhede Stadium, Mumbai",Mumbai,2,MK Pandey,1,1,1,0,0,1.0,0.0,2.0,2.0,1.0,2.0,1.0
5755,2015,"Wankhede Stadium, Mumbai",Mumbai,2,J Theron,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5746,2015,"Wankhede Stadium, Mumbai",Mumbai,2,DJ Hooda,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
1514,2010,"Dr DY Patil Sports Academy, Mumbai",Mumbai,2,P Kumar,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
1515,2010,"Dr DY Patil Sports Academy, Mumbai",Mumbai,2,PP Ojha,2,4,1,0,0,1.0,1.0,2.0,5.0,1.0,2.0,2.0
4091,2013,Maharashtra Cricket Association Stadium,Pune,1,GH Vihari,1,9,1,0,0,1.0,0.0,2.0,10.0,1.0,2.0,1.0
1520,2010,"Dr DY Patil Sports Academy, Mumbai",Mumbai,2,RP Singh,2,8,1,0,0,1.0,1.0,2.0,9.0,1.0,2.0,2.0
5572,2015,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,S Dhawan,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
1993,2010,Sawai Mansingh Stadium,Jaipur,1,Bipul Sharma,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5563,2015,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,KV Sharma,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
1958,2010,"Sardar Patel Stadium, Motera",Ahmedabad,1,SW Tait,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
4225,2013,Rajiv Gandhi International Stadium,Hyderabad,1,S Dhawan,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
5396,2015,M Chinnaswamy Stadium,Bangalore,2,GJ Maxwell,1,5,1,0,0,1.0,0.0,2.0,6.0,1.0,2.0,1.0
4228,2013,Rajiv Gandhi International Stadium,Hyderabad,1,SP Narine,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
5388,2015,M Chinnaswamy Stadium,Bangalore,2,AN Ahmed,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5385,2015,M Chinnaswamy Stadium,Bangalore,1,YS Chahal,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
1640,2010,Feroz Shah Kotla,Delhi,2,A Kumble,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5345,2015,M Chinnaswamy Stadium,Bangalore,1,AD Mathews,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
5341,2015,JSCA International Stadium Complex,Ranchi,2,R Ashwin,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5330,2015,JSCA International Stadium Complex,Ranchi,1,MA Starc,1,1,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
5406,2015,M Chinnaswamy Stadium,Bangalore,2,MG Johnson,1,5,1,0,0,1.0,0.0,2.0,6.0,1.0,2.0,1.0
5325,2015,JSCA International Stadium Complex,Ranchi,1,AB de Villiers,1,3,1,0,0,1.0,0.0,2.0,4.0,1.0,2.0,1.0
5319,2015,Feroz Shah Kotla,Delhi,2,STR Binny,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
4322,2013,Sawai Mansingh Stadium,Jaipur,1,S Sreesanth,1,2,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
4323,2013,Sawai Mansingh Stadium,Jaipur,1,SK Raina,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
1957,2010,"Sardar Patel Stadium, Motera",Ahmedabad,1,SK Warne,2,2,1,0,0,2.0,0.0,2.0,2.0,1.0,2.0,1.0
5292,2015,Feroz Shah Kotla,Delhi,1,V Sehwag,1,2,1,0,0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
5283,2015,Feroz Shah Kotla,Delhi,1,M Vohra,1,7,1,0,0,1.0,0.0,2.0,8.0,1.0,2.0,1.0
4336,2013,Sawai Mansingh Stadium,Jaipur,2,Harbhajan Singh,1,1,1,0,0,1.0,0.0,2.0,2.0,1.0,2.0,1.0
4224,2013,Rajiv Gandhi International Stadium,Hyderabad,1,RN ten Doeschate,1,5,1,0,0,1.0,0.0,2.0,6.0,1.0,2.0,1.0
1610,2010,Feroz Shah Kotla,Delhi,1,A Nehra,1,4,1,0,0,1.0,0.0,2.0,5.0,1.0,2.0,1.0
5555,2015,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,BE Hendricks,1,2,1,0,0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
